Selected GPU: cuda:0
Loading ImageNet dataset...
Number of classes:              1000
Original train size:            1281167
Original validation size:       50000
Using 128116 train samples  (10.0%)
Using 2500   val samples    (5.0%)
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_train.png
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_val.png
Total trainable parameters: 5,464,040

=== Epoch 1/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [50/1001] Loss: 6.0222  Batch Acc: 0.0156
  Batch [60/1001] Loss: 6.2084  Batch Acc: 0.0078
  Batch [70/1001] Loss: 6.3521  Batch Acc: 0.0000
  Batch [80/1001] Loss: 6.0954  Batch Acc: 0.0234
  Batch [90/1001] Loss: 6.0534  Batch Acc: 0.0078
  Batch [100/1001] Loss: 6.0515  Batch Acc: 0.0156
  Batch [110/1001] Loss: 6.3366  Batch Acc: 0.0234
  Batch [120/1001] Loss: 6.1398  Batch Acc: 0.0078
  Batch [130/1001] Loss: 6.1099  Batch Acc: 0.0312
  Batch [140/1001] Loss: 6.0821  Batch Acc: 0.0234
  Batch [150/1001] Loss: 6.0337  Batch Acc: 0.0234
  Batch [160/1001] Loss: 6.1284  Batch Acc: 0.0156
  Batch [170/1001] Loss: 6.1754  Batch Acc: 0.0391
  Batch [180/1001] Loss: 6.0770  Batch Acc: 0.0234
  Batch [190/1001] Loss: 6.1355  Batch Acc: 0.0078
  Batch [200/1001] Loss: 6.1426  Batch Acc: 0.0078
  Batch [210/1001] Loss: 6.0509  Batch Acc: 0.0156
  Batch [220/1001] Loss: 6.2335  Batch Acc: 0.0156
  Batch [230/1001] Loss: 5.9567  Batch Acc: 0.0156
  Batch [240/1001] Loss: 6.0414  Batch Acc: 0.0547
  Batch [250/1001] Loss: 6.0407  Batch Acc: 0.0156
  Batch [260/1001] Loss: 6.0071  Batch Acc: 0.0234
  Batch [270/1001] Loss: 6.1110  Batch Acc: 0.0000
  Batch [280/1001] Loss: 6.0274  Batch Acc: 0.0234
  Batch [290/1001] Loss: 6.0672  Batch Acc: 0.0391
  Batch [300/1001] Loss: 6.0761  Batch Acc: 0.0234
  Batch [310/1001] Loss: 5.9879  Batch Acc: 0.0234
  Batch [320/1001] Loss: 6.0502  Batch Acc: 0.0391
  Batch [330/1001] Loss: 5.9262  Batch Acc: 0.0391
  Batch [340/1001] Loss: 5.9459  Batch Acc: 0.0078
  Batch [350/1001] Loss: 6.0079  Batch Acc: 0.0156
  Batch [360/1001] Loss: 5.9841  Batch Acc: 0.0391
  Batch [370/1001] Loss: 5.8096  Batch Acc: 0.0234
  Batch [380/1001] Loss: 6.1394  Batch Acc: 0.0000
  Batch [390/1001] Loss: 6.1450  Batch Acc: 0.0078
  Batch [400/1001] Loss: 5.9817  Batch Acc: 0.0234
  Batch [410/1001] Loss: 5.9123  Batch Acc: 0.0156
  Batch [420/1001] Loss: 5.9422  Batch Acc: 0.0234
  Batch [430/1001] Loss: 6.0308  Batch Acc: 0.0312
  Batch [440/1001] Loss: 6.2936  Batch Acc: 0.0078
  Batch [450/1001] Loss: 6.1776  Batch Acc: 0.0078
  Batch [460/1001] Loss: 6.0455  Batch Acc: 0.0078
  Batch [470/1001] Loss: 5.9536  Batch Acc: 0.0234
  Batch [480/1001] Loss: 5.9562  Batch Acc: 0.0234
  Batch [490/1001] Loss: 5.7946  Batch Acc: 0.0312
  Batch [500/1001] Loss: 6.1425  Batch Acc: 0.0312
  Batch [510/1001] Loss: 6.0360  Batch Acc: 0.0156
  Batch [520/1001] Loss: 5.9385  Batch Acc: 0.0078
  Batch [530/1001] Loss: 5.6542  Batch Acc: 0.0469
  Batch [540/1001] Loss: 5.8687  Batch Acc: 0.0469
  Batch [550/1001] Loss: 5.8426  Batch Acc: 0.0234
  Batch [560/1001] Loss: 5.9331  Batch Acc: 0.0312
  Batch [570/1001] Loss: 5.8537  Batch Acc: 0.0000
  Batch [580/1001] Loss: 5.8022  Batch Acc: 0.0391
  Batch [590/1001] Loss: 5.8689  Batch Acc: 0.0234
  Batch [600/1001] Loss: 5.9221  Batch Acc: 0.0234
  Batch [610/1001] Loss: 5.8748  Batch Acc: 0.0234
